District Names,State UT
North Goa ,Goa
South Goa ,Goa
Kachchh ,Gujarat
Banas Kantha ,Gujarat
Patan ,Gujarat
Mahesana ,Gujarat
Gandhinagar ,Gujarat
Porbandar ,Gujarat
Amreli ,Gujarat
Anand ,Gujarat
Dohad ,Gujarat
Narmada ,Gujarat
Bharuch ,Gujarat
The Dangs ,Gujarat
Navsari ,Gujarat
Valsad ,Gujarat
Surat ,Gujarat
Tapi ,Gujarat
Ahmadabad ,Gujarat
Aravali ,Gujarat
Bhavnagar ,Gujarat
Botad ,Gujarat
Chhota Udaipur ,Gujarat
Devbhumi Dwarka ,Gujarat
Gir Somnath ,Gujarat
Jamnagar ,Gujarat
Junagadh ,Gujarat
Kheda ,Gujarat
Mahisagar ,Gujarat
Morbi ,Gujarat
Panch Mahals ,Gujarat
Rajkot ,Gujarat
Sabar Kantha ,Gujarat
Surendranagar ,Gujarat
Vadodara ,Gujarat
Panchkula ,Haryana
Ambala ,Haryana
Yamunanagar ,Haryana
Kurukshetra ,Haryana
Kaithal ,Haryana
Karnal ,Haryana
Panipat ,Haryana
Sonipat ,Haryana
Jind ,Haryana
Fatehabad ,Haryana
Sirsa ,Haryana
Hisar ,Haryana
Rohtak ,Haryana
Jhajjar ,Haryana
Mahendragarh ,Haryana
Rewari ,Haryana
Gurgaon ,Haryana
Mewat ,Haryana
Faridabad ,Haryana
Palwal ,Haryana
Bhiwani ,Haryana
Charkhi Dadri ,Haryana
Chamba ,Himachal Pradesh
Kangra ,Himachal Pradesh
Lahul & Spiti ,Himachal Pradesh
Kullu ,Himachal Pradesh
Mandi ,Himachal Pradesh
Hamirpur ,Himachal Pradesh
Una ,Himachal Pradesh
Bilaspur ,Himachal Pradesh
Solan ,Himachal Pradesh
Sirmaur ,Himachal Pradesh
Shimla ,Himachal Pradesh
Kinnaur ,Himachal Pradesh
Kupwara ,Jammu & Kashmir
Badgam ,Jammu & Kashmir
Punch ,Jammu & Kashmir
Rajouri ,Jammu & Kashmir
Kathua ,Jammu & Kashmir
Baramula ,Jammu & Kashmir
Bandipore ,Jammu & Kashmir
Srinagar ,Jammu & Kashmir
Ganderbal ,Jammu & Kashmir
Pulwama ,Jammu & Kashmir
Shupiyan ,Jammu & Kashmir
Anantnag ,Jammu & Kashmir
Kulgam ,Jammu & Kashmir
Doda ,Jammu & Kashmir
Ramban ,Jammu & Kashmir
Kishtwar ,Jammu & Kashmir
Udhampur ,Jammu & Kashmir
Reasi ,Jammu & Kashmir
Jammu ,Jammu & Kashmir
Samba ,Jammu & Kashmir
Garhwa ,Jharkhand
Chatra ,Jharkhand
Kodarma ,Jharkhand
Giridih ,Jharkhand
Deoghar ,Jharkhand
Godda ,Jharkhand
Sahibganj ,Jharkhand
Pakur ,Jharkhand
Dhanbad ,Jharkhand
Bokaro ,Jharkhand
Lohardaga ,Jharkhand
Purbi Singhbhum ,Jharkhand
Palamu ,Jharkhand
Latehar ,Jharkhand
Hazaribagh ,Jharkhand
Ramgarh ,Jharkhand
Dumka ,Jharkhand
Jamtara ,Jharkhand
Ranchi ,Jharkhand
Khunti ,Jharkhand
Gumla ,Jharkhand
Simdega ,Jharkhand
Pashchimi Singhbhum ,Jharkhand
Saraikela-Kharsawan ,Jharkhand
Belgaum ,Karnataka
Bagalkot ,Karnataka
Bijapur ,Karnataka
Bidar ,Karnataka
Raichur ,Karnataka
Koppal ,Karnataka
Gadag ,Karnataka
Dharwad ,Karnataka
Uttara Kannada ,Karnataka
Haveri ,Karnataka
Bellary ,Karnataka
Chitradurga ,Karnataka
Davanagere ,Karnataka
Shimoga ,Karnataka
Udupi ,Karnataka
Chikmagalur ,Karnataka
Tumkur ,Karnataka
Bangalore ,Karnataka
Mandya ,Karnataka
Hassan ,Karnataka
Dakshina Kannada ,Karnataka
Kodagu ,Karnataka
Mysore ,Karnataka
Chamarajanagar ,Karnataka
Gulbarga ,Karnataka
Yadgir ,Karnataka
Kolar ,Karnataka
Chikkaballapura ,Karnataka
Bangalore Rural ,Karnataka
Ramanagara ,Karnataka
Kasaragod ,Kerala
Kannur ,Kerala
Wayanad ,Kerala
Kozhikode ,Kerala
Malappuram ,Kerala
Palakkad ,Kerala
Thrissur ,Kerala
Ernakulam ,Kerala
Idukki ,Kerala
Kottayam ,Kerala
Alappuzha ,Kerala
Pathanamthitta ,Kerala
Kollam ,Kerala
Thiruvananthapuram ,Kerala
Leh(Ladakh) ,Ladakh
Kargil ,Ladakh
Lakshadweep , Lakshadweep 
Sheopur ,Madhya Pradesh
Morena ,Madhya Pradesh
Bhind ,Madhya Pradesh
Gwalior ,Madhya Pradesh
Datia ,Madhya Pradesh
Shivpuri ,Madhya Pradesh
Tikamgarh ,Madhya Pradesh
Chhatarpur ,Madhya Pradesh
Panna ,Madhya Pradesh
Sagar ,Madhya Pradesh
Damoh ,Madhya Pradesh
Satna ,Madhya Pradesh
Rewa ,Madhya Pradesh
Umaria ,Madhya Pradesh
Neemuch ,Madhya Pradesh
Mandsaur ,Madhya Pradesh
Ratlam ,Madhya Pradesh
Ujjain ,Madhya Pradesh
Dewas ,Madhya Pradesh
Dhar ,Madhya Pradesh
Indore ,Madhya Pradesh
Khargone (West Nimar) ,Madhya Pradesh
Barwani ,Madhya Pradesh
Rajgarh ,Madhya Pradesh
Vidisha ,Madhya Pradesh
Bhopal ,Madhya Pradesh
Sehore ,Madhya Pradesh
Raisen ,Madhya Pradesh
Betul ,Madhya Pradesh
Harda ,Madhya Pradesh
Hoshangabad ,Madhya Pradesh
Katni ,Madhya Pradesh
Jabalpur ,Madhya Pradesh
Narsimhapur ,Madhya Pradesh
Dindori ,Madhya Pradesh
Mandla ,Madhya Pradesh
Chhindwara ,Madhya Pradesh
Seoni ,Madhya Pradesh
Balaghat ,Madhya Pradesh
Guna ,Madhya Pradesh
Ashoknagar ,Madhya Pradesh
Shahdol ,Madhya Pradesh
Anuppur ,Madhya Pradesh
Sidhi ,Madhya Pradesh
Singrauli ,Madhya Pradesh
Jhabua ,Madhya Pradesh
Alirajpur ,Madhya Pradesh
Khandwa (East Nimar) ,Madhya Pradesh
Burhanpur ,Madhya Pradesh
Agar Malwa ,Madhya Pradesh
Shajapur ,Madhya Pradesh
Nandurbar ,Maharastra
Dhule ,Maharastra
Jalgaon ,Maharastra
Buldana ,Maharastra
Akola ,Maharastra
Washim ,Maharastra
Amravati ,Maharastra
Wardha ,Maharastra
Nagpur ,Maharastra
Bhandara ,Maharastra
Gondiya ,Maharastra
Gadchiroli ,Maharastra
Chandrapur ,Maharastra
Yavatmal ,Maharastra
Nanded ,Maharastra
Hingoli ,Maharastra
Parbhani ,Maharastra
Jalna ,Maharastra
Aurangabad ,Maharastra
Nashik ,Maharastra
Mumbai Suburban ,Maharastra
Mumbai ,Maharastra
Raigarh ,Maharastra
Pune ,Maharastra
Ahmadnagar ,Maharastra
Bid ,Maharastra
Latur ,Maharastra
Osmanabad ,Maharastra
Solapur ,Maharastra
Satara ,Maharastra
Ratnagiri ,Maharastra
Sindhudurg ,Maharastra
Kolhapur ,Maharastra
Sangli ,Maharastra
Palghar ,Maharastra
Thane ,Maharastra
Senapati ,Manipur
Tamenglong ,Manipur
Churachandpur ,Manipur
Bishnupur ,Manipur
Thoubal ,Manipur
Imphal West ,Manipur
Imphal East ,Manipur
Ukhrul ,Manipur
Chandel ,Manipur
South Garo Hills ,Meghalaya
Ribhoi ,Meghalaya
East Khasi Hills ,Meghalaya
East Garo Hills ,Meghalaya
East Jantia Hills ,Meghalaya
North Garo Hills ,Meghalaya
South West Garo Hills ,Meghalaya
South West Khasi Hills ,Meghalaya
West Garo Hills ,Meghalaya
West Jaintia Hills ,Meghalaya
West Khasi Hills ,Meghalaya
Chandel ,Mizoram
Mamit ,Mizoram
Kolasib ,Mizoram
Aizawl ,Mizoram
Champhai ,Mizoram
Serchhip ,Mizoram
Lunglei ,Mizoram
Lawngtlai ,Mizoram
Mon ,Nagaland
Mokokchung ,Nagaland
Zunheboto ,Nagaland
Wokha ,Nagaland
Dimapur ,Nagaland
Phek ,Nagaland
Tuensang ,Nagaland
Longleng ,Nagaland
Kiphire ,Nagaland
Kohima ,Nagaland
Peren ,Nagaland
Central ,NCT of Delhi
East ,NCT of Delhi
New Delhi ,NCT of Delhi
North ,NCT of Delhi
North East ,NCT of Delhi
North West ,NCT of Delhi
Shahdara ,NCT of Delhi
South ,NCT of Delhi
South East ,NCT of Delhi
South West ,NCT of Delhi
West ,NCT of Delhi
Bargarh ,Odisha
Jharsuguda ,Odisha
Sambalpur ,Odisha
Debagarh ,Odisha
Sundargarh ,Odisha
Kendujhar ,Odisha
Mayurbhanj ,Odisha
Baleshwar ,Odisha
Bhadrak ,Odisha
Kendrapara ,Odisha
Jagatsinghapur ,Odisha
Cuttack ,Odisha
Jajapur ,Odisha
Dhenkanal ,Odisha
Anugul ,Odisha
Nayagarh ,Odisha
Khordha ,Odisha
Puri ,Odisha
Ganjam ,Odisha
Gajapati ,Odisha
Kandhamal ,Odisha
Baudh ,Odisha
Subarnapur ,Odisha
Balangir ,Odisha
Nuapada ,Odisha
Kalahandi ,Odisha
Rayagada ,Odisha
Nabarangapur ,Odisha
Koraput ,Odisha
Malkangiri ,Odisha
Yanam ,Puducherry
Puducherry ,Puducherry
Mahe ,Puducherry
Karaikal ,Puducherry
Kapurthala ,Punjab
Jalandhar ,Punjab
Hoshiarpur ,Punjab
Shahid Bhagat Singh Nagar ,Punjab
Fatehgarh Sahib ,Punjab
Ludhiana ,Punjab
Moga ,Punjab
Muktsar ,Punjab
Faridkot ,Punjab
Bathinda ,Punjab
Mansa ,Punjab
Patiala ,Punjab
Amritsar ,Punjab
Tarn Taran ,Punjab
Rupnagar ,Punjab
Sahibzada Ajit Singh Nagar ,Punjab
Sangrur ,Punjab
Barnala ,Punjab
Fazilka ,Punjab
Firozpur ,Punjab
Gurdaspur ,Punjab
Pathankot ,Punjab
Ganganagar ,Rajasthan
Hanumangarh ,Rajasthan
Bikaner ,Rajasthan
Churu ,Rajasthan
Jhunjhunun ,Rajasthan
Alwar ,Rajasthan
Bharatpur ,Rajasthan
Dhaulpur ,Rajasthan
Karauli ,Rajasthan
Sawai Madhopur ,Rajasthan
Dausa ,Rajasthan
Jaipur ,Rajasthan
Sikar ,Rajasthan
Nagaur ,Rajasthan
Jodhpur ,Rajasthan
Jaisalmer ,Rajasthan
Barmer ,Rajasthan
Jalor ,Rajasthan
Sirohi ,Rajasthan
Pali ,Rajasthan
Ajmer ,Rajasthan
Tonk ,Rajasthan
Bundi ,Rajasthan
Bhilwara ,Rajasthan
Rajsamand ,Rajasthan
Dungarpur ,Rajasthan
Banswara ,Rajasthan
Chittaurgarh ,Rajasthan
Kota ,Rajasthan
Baran ,Rajasthan
Jhalawar ,Rajasthan
Udaipur ,Rajasthan
Pratapgarh ,Rajasthan
North  District ,Sikkim
West District ,Sikkim
South District ,Sikkim
East District ,Sikkim
Thiruvallur ,Tamil Nadu
Chennai ,Tamil Nadu
Kancheepuram ,Tamil Nadu
Vellore ,Tamil Nadu
Tiruvannamalai ,Tamil Nadu
Viluppuram ,Tamil Nadu
Salem ,Tamil Nadu
Namakkal ,Tamil Nadu
Erode ,Tamil Nadu
The Nilgiris ,Tamil Nadu
Dindigul ,Tamil Nadu
Karur ,Tamil Nadu
Tiruchirappalli ,Tamil Nadu
Perambalur ,Tamil Nadu
Ariyalur ,Tamil Nadu
Cuddalore ,Tamil Nadu
Nagapattinam ,Tamil Nadu
Thiruvarur ,Tamil Nadu
Thanjavur ,Tamil Nadu
Pudukkottai ,Tamil Nadu
Sivaganga ,Tamil Nadu
Madurai ,Tamil Nadu
Theni ,Tamil Nadu
Virudhunagar ,Tamil Nadu
Ramanathapuram ,Tamil Nadu
Thoothukkudi ,Tamil Nadu
Tirunelveli ,Tamil Nadu
Kanniyakumari ,Tamil Nadu
Dharmapuri ,Tamil Nadu
Krishnagiri ,Tamil Nadu
Coimbatore ,Tamil Nadu
Tiruppur ,Tamil Nadu
Adilabad ,Telangana
Bhadradri Kothagudem ,Telangana
Hyderabad ,Telangana
Jagitial ,Telangana
Jangoan ,Telangana
Jayashankar Bhupalapally ,Telangana
Jogulamba Gadwal ,Telangana
Kamareddy ,Telangana
Karimnagar ,Telangana
Khammam ,Telangana
Komaram Bheem Asifabad ,Telangana
Mahabubabad ,Telangana
Mahabubnagar ,Telangana
Mancherial ,Telangana
Medak ,Telangana
Medchal-Malkajgiri ,Telangana
Nagarkurnool ,Telangana
Nalgonda ,Telangana
Nirmal ,Telangana
Nizamabad ,Telangana
Peddapalli ,Telangana
Rajanna Sircilla ,Telangana
Ranga Reddy ,Telangana
Sangareddy ,Telangana
Siddipet ,Telangana
Suryapet ,Telangana
Vikarabad ,Telangana
Wanaparthy ,Telangana
Warangal Rural ,Telangana
Warangal Urban ,Telangana
Yadadri Bhuvanagiri ,Telangana
Dhalai ,Tripura
Gomati ,Tripura
Khowai ,Tripura
North Tripura ,Tripura
Sepahijala ,Tripura
South Tripura ,Tripura
Unakoti ,Tripura
West Tripura ,Tripura
Saharanpur ,Uttar Pradesh
Bijnor ,Uttar Pradesh
Rampur ,Uttar Pradesh
Jyotiba Phule Nagar ,Uttar Pradesh
Meerut ,Uttar Pradesh
Baghpat ,Uttar Pradesh
Gautam Buddha Nagar ,Uttar Pradesh
Bulandshahr ,Uttar Pradesh
Aligarh ,Uttar Pradesh
Mahamaya Nagar ,Uttar Pradesh
Mathura ,Uttar Pradesh
Agra ,Uttar Pradesh
Firozabad ,Uttar Pradesh
Mainpuri ,Uttar Pradesh
Bareilly ,Uttar Pradesh
Pilibhit ,Uttar Pradesh
Shahjahanpur ,Uttar Pradesh
Kheri ,Uttar Pradesh
Sitapur ,Uttar Pradesh
Hardoi ,Uttar Pradesh
Unnao ,Uttar Pradesh
Lucknow ,Uttar Pradesh
Farrukhabad ,Uttar Pradesh
Kannauj ,Uttar Pradesh
Etawah ,Uttar Pradesh
Auraiya ,Uttar Pradesh
Kanpur Dehat ,Uttar Pradesh
Kanpur Nagar ,Uttar Pradesh
Jalaun ,Uttar Pradesh
Jhansi ,Uttar Pradesh
Lalitpur ,Uttar Pradesh
Hamirpur ,Uttar Pradesh
Mahoba ,Uttar Pradesh
Banda ,Uttar Pradesh
Chitrakoot ,Uttar Pradesh
Fatehpur ,Uttar Pradesh
Pratapgarh ,Uttar Pradesh
Kaushambi ,Uttar Pradesh
Allahabad ,Uttar Pradesh
Bara Banki ,Uttar Pradesh
Faizabad ,Uttar Pradesh
Ambedkar Nagar ,Uttar Pradesh
Bahraich ,Uttar Pradesh
Shrawasti ,Uttar Pradesh
Balrampur ,Uttar Pradesh
Gonda ,Uttar Pradesh
Siddharthnagar ,Uttar Pradesh
Basti ,Uttar Pradesh
Sant Kabir Nagar ,Uttar Pradesh
Mahrajganj ,Uttar Pradesh
Gorakhpur ,Uttar Pradesh
Kushinagar ,Uttar Pradesh
Deoria ,Uttar Pradesh
Azamgarh ,Uttar Pradesh
Mau ,Uttar Pradesh
Ballia ,Uttar Pradesh
Jaunpur ,Uttar Pradesh
Ghazipur ,Uttar Pradesh
Chandauli ,Uttar Pradesh
Varanasi ,Uttar Pradesh
Sant Ravidas Nagar (Bhadohi) ,Uttar Pradesh
Mirzapur ,Uttar Pradesh
Sonbhadra ,Uttar Pradesh
Etah ,Uttar Pradesh
Kanshiram Nagar ,Uttar Pradesh
Amethi ,Uttar Pradesh
Budaun ,Uttar Pradesh
Ghaziabad ,Uttar Pradesh
Hapur ,Uttar Pradesh
Moradabad ,Uttar Pradesh
Muzaffarnagar ,Uttar Pradesh
Rae Bareli ,Uttar Pradesh
Sambhal ,Uttar Pradesh
Shamli ,Uttar Pradesh
Sultanpur ,Uttar Pradesh
Uttarkashi ,Uttarakhand
Chamoli ,Uttarakhand
Rudraprayag ,Uttarakhand
Tehri Garhwal ,Uttarakhand
Dehradun ,Uttarakhand
Garhwal ,Uttarakhand
Pithoragarh ,Uttarakhand
Bageshwar ,Uttarakhand
Almora ,Uttarakhand
Champawat ,Uttarakhand
Nainital ,Uttarakhand
Udham Singh Nagar ,Uttarakhand
Hardwar ,Uttarakhand
Darjiling ,West Bengal
Jalpaiguri ,West Bengal
Koch Bihar ,West Bengal
Uttar Dinajpur ,West Bengal
Dakshin Dinajpur ,West Bengal
Maldah ,West Bengal
Murshidabad ,West Bengal
Birbhum ,West Bengal
Nadia ,West Bengal
North Twenty Four Pargana ,West Bengal
Hugli ,West Bengal
Bankura ,West Bengal
Puruliya ,West Bengal
Haora ,West Bengal
Kolkata ,West Bengal
South Twenty Four Pargana ,West Bengal
Paschim Medinipur ,West Bengal
Purba Medinipur ,West Bengal
Paschim Barddhaman ,West Bengal
Purba Barddhaman ,West Bengal
